px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
4.59363	-9.64818	-2.7148	-1.89734	-1.00429	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	0.151297
4.65697	-9.50992	-2.71396	-1.9621	-1.01511	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	0.186964
4.74198	-9.37231	-2.71823	-2.03384	-1.02909	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	0.418851
4.77946	-9.23278	-2.72009	-2.05277	-0.978067	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622	2.05509
4.8708	-9.0947	-2.73047	-2.11727	-0.985644	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623	0.429479
4.98424	-8.9782	-2.73178	-2.20413	-1.02709	5.09012	-9.06486	5.05	-8.95	1.8169	1.81688	1.18317
5.08828	-8.85822	-2.73675	-2.26732	-1.032	5.1385	-8.8446	5.15	-8.85	1.81688	1.81688	0.147609
5.15394	-8.73086	-2.73262	-2.28297	-0.975937	5.21345	-8.63875	5.25	-8.7	1.8201	2.73014	2.15036
5.26902	-8.6115	-2.74488	-2.34201	-0.977925	5.33853	-8.54729	5.35	-8.55	1.82008	2.73013	0.466045
5.34463	-8.48878	-2.73906	-2.35575	-0.923202	5.35874	-8.39385	5.4	-8.45	0.910244	1.82049	2.06357
5.45462	-8.38203	-2.74198	-2.40599	-0.922132	5.46213	-8.36055	5.45	-8.35	0.910249	1.8205	0.0264751
5.49423	-8.25733	-2.72052	-2.36622	-0.80001	5.63723	-8.3352	5.55	-8.2	1.99657	2.99484	11.824
5.59904	-8.15021	-2.73339	-2.40401	-0.795268	5.63863	-8.05978	5.65	-8.05	1.99657	2.99485	0.498905
5.70507	-8.0399	-2.73627	-2.436	-0.779481	5.69655	-7.84304	5.75	-7.95	1.81871	1.81872	0.57547
5.82361	-7.93179	-2.74643	-2.47467	-0.773852	5.84353	-7.85177	5.85	-7.85	1.81871	1.81871	0.350937
5.94045	-7.83314	-2.7486	-2.50996	-0.763973	5.9537	-7.7033	6	-7.75	2.72961	1.81974	0.247096
6.07471	-7.73503	-2.76281	-2.55127	-0.760739	6.14453	-7.66253	6.15	-7.65	2.72961	1.81974	0.520829
6.16379	-7.63297	-2.75258	-2.54424	-0.694404	6.27	-7.55894	6.25	-7.55	1.9992	1.9992	3.69481
6.28583	-7.54052	-2.76768	-2.574	-0.687426	6.3386	-7.44193	6.35	-7.45	1.99918	1.99918	0.647138
6.39006	-7.43259	-2.75803	-2.56856	-0.624371	6.44365	-7.32743	6.45	-7.35	1.81911	1.81911	3.3131
6.52186	-7.33768	-2.76891	-2.59705	-0.61752	6.54947	-7.257	6.55	-7.25	1.81909	1.81909	0.380915
6.62303	-7.24635	-2.76036	-2.59394	-0.566486	6.71635	-7.22979	6.65	-7.15	1.99996	1.99996	2.36173
6.74173	-7.1529	-2.77325	-2.6113	-0.55504	6.7522	-7.03215	6.75	-7.05	1.99996	1.99996	0.778192
6.85855	-7.07708	-2.77381	-2.63285	-0.547507	6.81357	-6.96259	6.85	-7	1.99752	0.998765	0.199432
6.97602	-6.99846	-2.77716	-2.65285	-0.54062	6.95051	-6.93564	6.95	-6.95	1.99752	0.998765	0.245022
7.09698	-6.90978	-2.77163	-2.65926	-0.50871	7.00414	-6.76319	7.1	-6.85	2.73035	1.82023	1.09854
7.235	-6.82663	-2.78061	-2.68062	-0.501764	7.25571	-6.75585	7.25	-6.75	2.73035	1.82023	0.289466
7.33037	-6.72772	-2.76506	-2.65271	-0.425109	7.28718	-6.59248	7.35	-6.65	2.0006	2.0006	5.3772
7.44913	-6.64395	-2.77187	-2.6628	-0.414483	7.42947	-6.54884	7.45	-6.55	2.00058	2.00058	0.508047
7.56855	-6.57385	-2.77027	-2.67406	-0.40069	7.58756	-6.53752	7.55	-6.5	1.99841	0.999204	0.183794
7.68727	-6.50024	-2.77183	-2.68645	-0.393768	7.65263	-6.44325	7.65	-6.45	1.99838	0.999195	0.237608
7.83139	-6.46222	-2.78571	-2.74215	-0.4488	7.78988	-6.37954	7.8	-6.4	2.99952	0.999844	3.39372
7.95942	-6.39713	-2.79065	-2.75796	-0.442434	7.95705	-6.33998	7.95	-6.35	2.99949	0.999829	0.177025
8.05969	-6.28746	-2.75862	-2.70121	-0.321191	8.1289	-6.31809	8.05	-6.25	1.81603	1.81603	16.2744
8.19136	-6.20856	-2.76037	-2.70935	-0.312432	8.15184	-6.14215	8.15	-6.15	1.81603	1.81603	0.321694
8.29217	-6.09529	-2.7382	-2.65998	-0.217486	8.12981	-5.95044	8.25	-6.05	1.81921	1.81921	8.86804
8.41563	-6.01198	-2.7363	-2.66197	-0.208605	8.34844	-5.95288	8.35	-5.95	1.81921	1.81921	0.424148
8.56283	-5.96284	-2.74589	-2.70426	-0.256095	8.45627	-5.87026	8.5	-5.9	2.729	0.909673	2.66633
8.69253	-5.88733	-2.74541	-2.70996	-0.248548	8.64546	-5.83668	8.65	-5.85	2.72898	0.909661	0.25607
8.82061	-5.81211	-2.74172	-2.71057	-0.232332	8.68227	-5.68169	8.8	-5.75	2.72771	1.81848	0.570228
8.95645	-5.73216	-2.74795	-2.7133	-0.222927	8.95179	-5.66017	8.95	-5.65	2.72772	1.81848	0.288847
9.05039	-5.63097	-2.72914	-2.66566	-0.138555	8.99196	-5.51961	9.05	-5.55	1.99939	1.9994	7.02828
9.1686	-5.54604	-2.73599	-2.65942	-0.126367	9.15234	-5.45358	9.15	-5.45	1.9994	1.9994	0.48798
9.28737	-5.45589	-2.72797	-2.63862	-0.0864791	9.25593	-5.41629	9.25	-5.4	1.81776	0.90888	1.50284
9.40926	-5.3739	-2.72473	-2.63579	-0.0797005	9.3462	-5.33648	9.35	-5.35	1.81776	0.908875	0.282425
9.48579	-5.22867	-2.69491	-2.53996	0.0648712	9.35852	-5.15981	9.45	-5.2	1.81545	2.72317	19.6371
9.60047	-5.12936	-2.69585	-2.52642	0.0739188	9.55586	-5.07162	9.55	-5.05	1.81542	2.72314	0.290095
9.70335	-5.01873	-2.69004	-2.49126	0.116818	9.60543	-4.91132	9.65	-4.95	1.82145	1.82147	1.59802
9.8105	-4.91017	-2.69126	-2.47224	0.128161	9.75218	-4.8384	9.75	-4.85	1.82146	1.82146	0.465957
9.92032	-4.80914	-2.68945	-2.45054	0.150714	10.0131	-4.84834	9.85	-4.75	1.81961	1.8196	0.617499
10.0228	-4.70294	-2.68722	-2.43316	0.158927	9.9571	-4.66087	9.95	-4.65	1.8196	1.8196	0.32396
10.1144	-4.60386	-2.68475	-2.41164	0.176487	9.99977	-4.51909	10.05	-4.55	1.99827	1.99828	0.417092
10.2052	-4.4982	-2.68658	-2.39226	0.185782	10.1558	-4.43582	10.15	-4.45	1.99826	1.99826	0.344336
10.2855	-4.36706	-2.68033	-2.33952	0.244876	10.1567	-4.25503	10.25	-4.3	1.81693	2.72538	2.96823
10.3781	-4.24187	-2.68421	-2.31402	0.255382	10.3312	-4.16698	10.35	-4.15	1.81692	2.72536	0.427732
10.483	-4.13842	-2.6859	-2.31372	0.233185	10.3715	-4.04505	10.45	-4.05	1.81951	1.8195	0.763996
10.5767	-4.01239	-2.69205	-2.29119	0.241457	10.5551	-3.94162	10.55	-3.95	1.8195	1.81951	0.30123
10.678	-3.90364	-2.69368	-2.28585	0.228911	10.6459	-3.84961	10.65	-3.85	1.81817	1.81818	0.200301
10.7694	-3.7823	-2.69602	-2.2674	0.233958	10.746	-3.7455	10.75	-3.75	1.81816	1.81817	0.104357
10.867	-3.66821	-2.69792	-2.25636	0.231655	10.9384	-3.6422	10.85	-3.6	1.81621	2.7243	0.0618972
10.9559	-3.53372	-2.7073	-2.23371	0.239851	10.9457	-3.45027	10.95	-3.45	1.8162	2.7243	0.386729
11.0066	-3.3812	-2.7031	-2.15788	0.331263	11.1095	-3.32648	11	-3.3	0.908632	2.72588	7.0594
11.0792	-3.23834	-2.71024	-2.12854	0.340628	11.0435	-3.16012	11.05	-3.15	0.908632	2.72588	0.406248
11.1264	-3.08731	-2.70924	-2.07026	0.394922	10.9851	-2.95299	11.1	-3	0.909905	2.72971	2.36549
11.1878	-2.93766	-2.71729	-2.03786	0.403732	11.1542	-2.85724	11.15	-2.85	0.909888	2.72968	0.415642
11.1824	-2.7565	-2.71573	-1.92147	0.537995	11.0233	-2.67356	11.15	-2.7	0	2.72847	13.2217
11.2154	-2.60371	-2.71643	-1.8803	0.54806	11.1324	-2.55807	11.15	-2.55	0	2.72844	0.482414
11.2202	-2.43703	-2.72083	-1.79638	0.626609	11.2541	-2.42353	11.15	-2.4	0	2.72732	4.58689
11.2362	-2.28484	-2.71888	-1.75279	0.634748	11.1569	-2.2658	11.15	-2.25	0	2.72732	0.35291
11.3344	-2.17275	-2.70751	-1.81846	0.485893	11.2203	-2.08998	11.25	-2.1	1.81905	2.72856	17.1394
11.3642	-2.01481	-2.71625	-1.78605	0.489727	11.3482	-1.94557	11.35	-1.95	1.81905	2.72856	0.26881
11.3135	-1.83877	-2.72252	-1.65657	0.640598	11.3928	-1.80815	11.3	-1.8	-0.90916	2.72747	17.5708
11.3094	-1.68091	-2.72505	-1.612	0.648332	11.2389	-1.64141	11.25	-1.65	-0.909152	2.72745	0.350138
11.3103	-1.52972	-2.72619	-1.57235	0.654336	11.3341	-1.51762	11.25	-1.5	0	2.72321	0.0388188
11.3001	-1.37458	-2.72861	-1.53131	0.658307	11.2625	-1.34833	11.25	-1.35	0	2.72321	0.112489
11.2441	-1.21416	-2.73922	-1.43607	0.745646	11.3121	-1.19064	11.2	-1.2	-0.909524	2.72856	6.09278
11.2101	-1.0636	-2.73903	-1.38885	0.751035	11.1556	-1.0549	11.15	-1.05	-0.909524	2.72856	0.162016
11.0925	-0.905017	-2.76095	-1.24617	0.898022	10.9982	-0.893223	11.05	-0.9	-1.81945	2.72916	16.9106
11.0248	-0.758377	-2.76327	-1.18769	0.905503	10.9445	-0.73319	10.95	-0.75	-1.81942	2.72913	0.376006
10.9612	-0.618356	-2.76298	-1.13735	0.904271	10.8362	-0.586	10.9	-0.599999	-0.909839	2.72952	0.203563
10.8853	-0.476863	-2.76787	-1.08291	0.907475	10.8388	-0.441032	10.85	-0.449999	-0.909822	2.72949	0.180259
10.7179	-0.36217	-2.80958	-0.920574	1.07665	10.6309	-0.359954	10.7	-0.349999	-2.99538	1.99692	26.151
10.6178	-0.252962	-2.81063	-0.8597	1.08246	10.5529	-0.247121	10.55	-0.25	-2.99539	1.99691	0.223341
10.5251	-0.139717	-2.79873	-0.816389	1.05751	10.4322	-0.19515	10.45	-0.2	-1.81715	0.908579	1.04542
10.4036	-0.0490677	-2.78654	-0.746594	1.07064	10.3505	-0.143257	10.35	-0.15	-1.81716	0.908579	0.626829
10.2621	0.0392616	-2.79938	-0.655984	1.11529	10.2068	-0.109014	10.2	-0.0999996	-2.73194	0.910655	2.44566
10.1197	0.0990081	-2.78205	-0.575212	1.13721	10.0541	-0.0441275	10.05	-0.0499992	-2.73194	0.910655	1.34588
9.97572	0.167453	-2.78591	-0.496998	1.15748	9.89001	0.00816785	9.9	9.49949e-07	-2.72481	0.908268	0.753656
9.82071	0.202121	-2.77001	-0.409918	1.18313	9.75876	0.0560308	9.75	0.0500011	-2.72477	0.90826	1.39006
9.7014	0.255028	-2.7289	-0.368899	1.14719	9.63528	0.0929341	9.65	0.100001	-1.81759	0.908784	6.22679
9.55531	0.275693	-2.71356	-0.288983	1.16706	9.56967	0.149506	9.55	0.15	-1.81757	0.908775	0.876173
9.41468	0.305434	-2.70682	-0.221743	1.1717	9.56225	0.148577	9.4	0.15	-2.72659	0	0.56684
9.25969	0.295144	-2.69281	-0.131565	1.20006	9.25348	0.150166	9.25	0.15	-2.72658	0	1.18511
9.11179	0.301819	-2.6877	-0.06099	1.20467	9.0821	0.207802	9.1	0.2	-2.72925	0.909752	0.174674
8.95881	0.291073	-2.6859	0.0165266	1.21617	8.93575	0.243169	8.95	0.25	-2.72926	0.909752	0.163097
8.8134	0.285855	-2.68964	0.0819246	1.21547	8.94634	0.26481	8.8	0.25	-2.72783	0	0.367493
8.66392	0.264914	-2.69091	0.152132	1.21847	8.64483	0.254352	8.65	0.25	-2.7278	0	0.0255172
8.51579	0.241511	-2.69672	0.216651	1.215	8.46866	0.251128	8.5	0.25	-2.72395	0	0.106114
8.37135	0.215478	-2.6988	0.275916	1.20682	8.35775	0.250149	8.35	0.25	-2.72395	0	0.0786372
8.22841	0.182565	-2.70692	0.331701	1.19433	8.28111	0.196974	8.2	0.2	-2.73278	-0.910929	0.452696
8.08342	0.13534	-2.71232	0.393218	1.18891	8.03004	0.154113	8.05	0.15	-2.73279	-0.910929	0.162582
7.91862	0.176698	-2.77733	0.358405	1.06824	7.74678	0.154598	7.85	0.15	-3.9992	0	26.3375
7.77326	0.129591	-2.79093	0.40726	1.06043	7.63715	0.143302	7.65	0.15	-3.99916	0	0.937492
7.66061	0.0500453	-2.77028	0.484853	1.09441	7.61982	0.157052	7.55	0.15	-1.99868	0	3.57738
7.52681	0.0226938	-2.77154	0.509064	1.06325	7.43926	0.160393	7.45	0.15	-1.99866	0	1.48282
7.37968	-0.0110184	-2.78042	0.525159	1.01207	7.34481	0.102019	7.3	0.100001	-2.72622	-0.908734	2.504
7.23789	-0.0602816	-2.77955	0.557318	0.988572	7.16771	0.0463372	7.15	0.0500011	-2.72623	-0.908734	0.9081
7.11889	-0.152339	-2.77101	0.625204	1.00932	7.05721	-0.05037	7.05	-0.0499995	-1.81887	-1.81889	1.22215
6.9902	-0.223138	-2.76804	0.664579	0.993777	6.95035	-0.144849	6.95	-0.15	-1.81888	-1.81889	0.432329
6.88157	-0.326783	-2.76198	0.731702	1.01294	6.87212	-0.243254	6.85	-0.25	-1.81792	-1.81792	0.705779
6.76854	-0.415091	-2.75611	0.776565	1.0033	6.76317	-0.34818	6.75	-0.35	-1.81792	-1.81792	0.249041
6.66117	-0.509836	-2.75091	0.81933	0.98888	6.75759	-0.453523	6.65	-0.45	-1.81881	-1.8188	0.325182
6.55983	-0.610851	-2.74482	0.866388	0.982891	6.56412	-0.553924	6.55	-0.549999	-1.81879	-1.81878	0.175207
6.47315	-0.735231	-2.74377	0.928634	0.99272	6.60439	-0.765755	6.45	-0.749999	-1.81971	-3.63941	0.244557
6.3853	-0.871296	-2.75297	0.989479	0.997066	6.36344	-0.942514	6.35	-0.949999	-1.81969	-3.63937	0.289091
6.38509	-1.08178	-2.77384	1.16466	1.16763	6.35624	-1.10001	6.35	-1.1	0	-2.99522	20.015
6.33894	-1.21715	-2.77552	1.22806	1.17184	6.36321	-1.25111	6.35	-1.25	0	-2.99519	0.0923146
6.31957	-1.39433	-2.79106	1.33845	1.23509	6.30992	-1.40686	6.35	-1.4	0	-2.72817	2.68339
6.29921	-1.54729	-2.78821	1.41208	1.24088	6.35537	-1.55723	6.35	-1.55	0	-2.72817	0.170273
6.30015	-1.71042	-2.7921	1.50208	1.26957	6.50996	-1.74616	6.35	-1.7	0	-2.72628	0.96776
6.30381	-1.86122	-2.78643	1.57606	1.27472	6.35448	-1.83673	6.35	-1.85	0	-2.72628	0.163364
6.29432	-2.0003	-2.77069	1.62015	1.23682	6.38849	-2.02257	6.35	-2	0	-2.73154	1.53994
6.31399	-2.15031	-2.76738	1.69192	1.24118	6.35078	-2.13767	6.35	-2.15	0	-2.73152	0.0795221
6.30891	-2.27378	-2.74822	1.71985	1.1921	6.28921	-2.27735	6.35	-2.3	0	-2.99503	2.48664
6.33329	-2.41208	-2.75096	1.77966	1.19138	6.33355	-2.43768	6.35	-2.45	0	-2.99503	0.0326139
6.37828	-2.56517	-2.76343	1.85921	1.2126	6.30986	-2.56694	6.4	-2.6	0.909996	-2.73	0.759924
6.43082	-2.71343	-2.76699	1.92845	1.21394	6.45623	-2.7536	6.45	-2.75	0.91	-2.73	0.113545
6.48031	-2.85513	-2.76561	1.98767	1.20394	6.40481	-2.87127	6.5	-2.9	0.907593	-2.72277	0.162781
6.54582	-2.99517	-2.76836	2.05318	1.2024	6.54629	-3.01951	6.55	-3.05	0.907584	-2.72274	0.0296585
6.5923	-3.12716	-2.74037	2.08314	1.1482	6.70928	-3.32749	6.55	-3.25	0	-3.63617	6.35764
6.6414	-3.28373	-2.76103	2.12255	1.12004	6.54763	-3.45513	6.55	-3.45	0	-3.63613	2.02823
6.69975	-3.42072	-2.75778	2.16119	1.09129	6.52015	-3.55608	6.6	-3.6	0.909673	-2.72901	1.54164
6.75342	-3.57469	-2.77611	2.19171	1.05824	6.64571	-3.73674	6.65	-3.75	0.909661	-2.72898	2.06906
6.82258	-3.7048	-2.7663	2.22736	1.02934	6.71319	-3.83967	6.75	-3.85	1.81795	-1.81795	1.60913
6.9005	-3.8418	-2.77631	2.26677	1.01023	6.85201	-3.93663	6.85	-3.95	1.81793	-1.81793	0.624934
7.00055	-3.97168	-2.79039	2.31685	1.00308	7.13409	-4.28567	6.9	-4.15	0.909979	-3.63994	1.61654
7.06486	-4.12768	-2.80935	2.32988	0.957605	6.9548	-4.32855	6.95	-4.35	0.909975	-3.6399	2.95545
7.13248	-4.2447	-2.76576	2.34379	0.907651	7.00947	-4.44692	7	-4.45	0.907889	-1.81577	10.13
7.19417	-4.39555	-2.77647	2.34931	0.861547	7.05586	-4.55105	7.05	-4.55	0.907881	-1.81576	2.5238
7.28221	-4.51874	-2.77172	2.3752	0.837228	7.15974	-4.75194	7.1	-4.7	0.909789	-2.72935	1.55766
7.33182	-4.67531	-2.77668	2.36466	0.780229	7.13261	-4.82718	7.15	-4.85	0.909777	-2.72933	3.70274
7.43872	-4.80333	-2.80542	2.3997	0.775692	7.2829	-5.01975	7.25	-5	1.81861	-2.72792	3.38416
7.49824	-4.96456	-2.81347	2.38608	0.718534	7.34301	-5.14642	7.35	-5.15	1.81859	-2.72789	3.41045
7.57317	-5.07548	-2.79762	2.39666	0.690824	7.32687	-5.26205	7.4	-5.3	0.999994	-3	2.49728
7.61841	-5.23663	-2.80651	2.36931	0.628032	7.46174	-5.44979	7.45	-5.45	0.999999	-3	4.16832
7.70479	-5.35468	-2.78964	2.38233	0.604433	7.47116	-5.48352	7.55	-5.55	1.81749	-1.81749	1.99817
7.77414	-5.50836	-2.79435	2.37008	0.558644	7.65989	-5.6552	7.65	-5.65	1.81747	-1.81747	2.08633
7.86163	-5.62598	-2.77314	2.37895	0.533453	7.78563	-5.85993	7.7	-5.8	0.909598	-2.72881	3.21839
7.91486	-5.792	-2.7752	2.34962	0.475075	7.75276	-5.95823	7.75	-5.95	0.909594	-2.72878	3.27808
8.0018	-5.90872	-2.76074	2.35851	0.456401	7.79663	-6.00945	7.85	-6.05	1.81964	-1.81964	1.31342
8.0694	-6.05517	-2.76006	2.34385	0.417176	7.95034	-6.15505	7.95	-6.15	1.81962	-1.81962	1.4725
8.17931	-6.16904	-2.79943	2.36921	0.426658	8.04642	-6.30578	8.05	-6.3	1.99731	-2.99599	6.76378
8.24216	-6.312	-2.80346	2.34934	0.385791	8.14855	-6.44643	8.15	-6.45	1.99732	-2.99598	1.62973
8.31981	-6.42456	-2.76228	2.34697	0.357382	8.26534	-6.60186	8.2	-6.55	0.909111	-1.81822	8.50786
8.38463	-6.56959	-2.75885	2.32766	0.319172	8.25279	-6.64996	8.25	-6.65	0.909111	-1.81822	1.44354
8.47036	-6.68589	-2.74693	2.33124	0.304512	8.2109	-6.73286	8.3	-6.8	0.90845	-2.72534	1.04974
8.52027	-6.84356	-2.74305	2.29735	0.254999	8.35448	-6.94719	8.35	-6.95	0.908442	-2.72531	2.33067
8.63127	-6.97071	-2.7718	2.31291	0.259942	8.61718	-7.22425	8.45	-7.1	1.81925	-2.72886	3.19049
8.68417	-7.13167	-2.77164	2.27842	0.21239	8.54666	-7.24803	8.55	-7.25	1.81924	-2.72886	2.00839
8.77557	-7.25366	-2.7697	2.28217	0.204191	8.69659	-7.3744	8.65	-7.35	1.82079	-1.8208	0.229323
8.84414	-7.39216	-2.76641	2.26648	0.178098	8.74711	-7.43338	8.75	-7.45	1.8208	-1.8208	0.67228
8.92831	-7.5027	-2.77209	2.27248	0.176926	8.68846	-7.50096	8.8	-7.6	0.997629	-2.99288	1.039
8.97283	-7.65113	-2.77296	2.23838	0.135305	8.84984	-7.75349	8.85	-7.75	0.997629	-2.99288	1.58156
9.03651	-7.7743	-2.74453	2.22333	0.108799	8.77486	-7.80083	8.9	-7.9	0.909127	-2.72742	3.60655
9.07623	-7.94444	-2.74801	2.17935	0.0605611	8.94604	-8.07116	8.95	-8.05	0.909127	-2.7274	2.0542
9.12572	-8.07342	-2.71412	2.1531	0.0242024	8.92041	-8.11276	9	-8.15	0.909524	-1.81903	5.36665
9.16503	-8.22083	-2.70693	2.12178	-0.00733463	9.01893	-8.23506	9.05	-8.25	0.909516	-1.81902	1.24884
9.2284	-8.35094	-2.69896	2.11042	-0.0196185	9.04724	-8.3711	9.1	-8.4	0.909922	-2.72975	0.485269
9.26952	-8.5002	-2.69677	2.08107	-0.0466895	9.1628	-8.53304	9.15	-8.55	0.909913	-2.72976	0.751657
9.35551	-8.62756	-2.71623	2.09546	-0.0220939	9.09379	-8.55764	9.25	-8.7	1.8169	-2.72535	4.15776
9.4048	-8.78157	-2.72167	2.07018	-0.044741	9.3508	-8.85468	9.35	-8.85	1.81688	-2.72532	0.508768
9.47124	-8.91535	-2.72076	2.06351	-0.0491714	9.40597	-8.96981	9.4	-9	0.910219	-2.73069	0.0596287
9.51261	-9.07519	-2.72819	2.03352	-0.0747078	9.45338	-9.162	9.45	-9.15	0.910228	-2.73069	0.676625
9.57369	-9.20314	-2.73463	2.02926	-0.0736253	9.51544	-9.36256	9.5	-9.3	0.997908	-2.99371	0.290016
9.61003	-9.35313	-2.74455	2.00181	-0.0956453	9.56994	-9.45148	9.55	-9.45	0.997908	-2.99372	0.66338
9.63596	-9.49558	-2.71699	1.96055	-0.142871	9.62712	-9.59131	9.6	-9.55	0.909971	-1.81993	5.8572
9.6788	-9.64333	-2.71925	1.9416	-0.153242	9.64603	-9.66938	9.65	-9.65	0.909954	-1.81992	0.108372
9.70417	-9.78529	-2.70079	1.90647	-0.187956	9.63311	-9.79216	9.65	-9.8	0	-2.73054	2.37923
9.72574	-9.93869	-2.7019	1.87602	-0.206829	9.64842	-9.95866	9.65	-9.95	0	-2.73053	0.386038
9.78169	-10.0642	-2.71324	1.88558	-0.178882	9.61381	-9.98703	9.7	-10.1	0.998187	-2.99456	2.20218
9.80293	-10.2072	-2.7178	1.86031	-0.193844	9.7516	-10.2483	9.75	-10.25	0.998187	-2.99455	0.263471
9.85001	-10.3503	-2.72272	1.85641	-0.183925	9.7698	-10.3568	9.8	-10.4	0.909806	-2.7294	0.317413
9.88174	-10.5027	-2.72718	1.83801	-0.191367	9.8633	-10.5382	9.85	-10.55	0.909797	-2.72938	0.0930085
9.8935	-10.6493	-2.71253	1.80019	-0.227413	9.8617	-10.6917	9.85	-10.7	0	-2.72718	2.18423
9.90352	-10.8091	-2.71873	1.76987	-0.243586	9.84674	-10.8547	9.85	-10.85	0	-2.72715	0.323173
9.90336	-10.9549	-2.70487	1.72977	-0.277932	9.75887	-10.887	9.85	-11	0	-2.72395	1.66029
9.90833	-11.1122	-2.70975	1.70135	-0.289734	9.86442	-11.1448	9.85	-11.15	0	-2.72395	0.181942
9.91835	-11.2612	-2.70789	1.67737	-0.299897	9.87245	-11.316	9.85	-11.3	0	-2.73074	0.129008
9.91081	-11.4191	-2.7128	1.6451	-0.314057	9.85036	-11.4464	9.85	-11.45	0	-2.73075	0.267239
9.91636	-11.5705	-2.71311	1.62235	-0.321377	9.93142	-11.6783	9.85	-11.6	0	-2.72396	0.183566
9.89992	-11.7262	-2.71607	1.58922	-0.335274	9.83174	-11.7336	9.85	-11.75	0	-2.72396	0.280167
9.88019	-11.8609	-2.70951	1.55113	-0.363365	9.80843	-11.8702	9.8	-11.9	-1.0005	-3.00149	0.808112
9.84482	-12.0091	-2.71824	1.51158	-0.382051	9.75331	-12.0506	9.75	-12.05	-1.0005	-3.0015	0.600746
9.717	-12.1502	-2.68546	1.36386	-0.553356	9.64519	-12.1714	9.65	-12.15	-1.81799	-1.81797	28.5427
9.65631	-12.2906	-2.68241	1.31554	-0.570003	9.55524	-12.2329	9.55	-12.25	-1.81797	-1.81797	0.737021
9.59251	-12.4301	-2.67963	1.25932	-0.602363	9.47014	-12.4324	9.45	-12.4	-1.82042	-2.73064	0.783885
9.4987	-12.5733	-2.68622	1.19688	-0.627825	9.34172	-12.5587	9.35	-12.55	-1.82041	-2.73063	1.42585
9.36714	-12.6836	-2.68031	1.07617	-0.747725	9.21558	-12.6577	9.25	-12.65	-1.99893	-1.99891	10.2488
9.27262	-12.7962	-2.68131	1.02069	-0.76355	9.16462	-12.7506	9.15	-12.75	-1.99891	-1.9989	0.756805
9.15298	-12.9086	-2.68134	0.932727	-0.825428	9.08802	-12.8351	9.05	-12.85	-1.81839	-1.81839	2.58695
9.04184	-13.0151	-2.67862	0.873403	-0.838142	8.95936	-12.9426	8.95	-12.95	-1.81838	-1.81838	0.643271
8.84157	-13.0886	-2.69113	0.698102	-1.01598	8.8569	-13.1416	8.8	-13	-2.72942	-0.909806	22.0235
8.71169	-13.1627	-2.68264	0.629919	-1.02858	8.65422	-13.0444	8.65	-13.05	-2.72941	-0.909806	0.897265
8.58936	-13.2303	-2.6829	0.564902	-1.04556	8.49168	-13.0983	8.5	-13.15	-2.99987	-1.99991	0.442372
8.45084	-13.2901	-2.68668	0.497824	-1.05719	8.3436	-13.2381	8.35	-13.25	-2.99984	-1.9999	0.764119
8.25184	-13.2928	-2.71104	0.329705	-1.21579	8.19421	-13.0768	8.25	-13.2	-1.99797	0.998985	18.9286
8.12622	-13.3082	-2.69346	0.260486	-1.22778	8.15674	-13.1486	8.15	-13.15	-1.99797	0.998985	1.35237
7.99168	-13.3462	-2.68449	0.208758	-1.20465	7.9999	-13.1879	8	-13.2	-2.73	-0.910004	0.818618
7.84648	-13.3549	-2.67531	0.134096	-1.21469	7.85314	-13.2533	7.85	-13.25	-2.73	-0.910004	0.537472
7.6711	-13.331	-2.69381	0.0132648	-1.28744	7.57824	-13.1345	7.65	-13.25	-3.62957	0	4.85147
7.51284	-13.3143	-2.6948	-0.0679736	-1.29602	7.45422	-13.2433	7.45	-13.25	-3.62953	0	0.445396
7.37254	-13.31	-2.68505	-0.1219	-1.27101	7.33241	-13.2718	7.3	-13.25	-2.7301	0	0.769621
7.21447	-13.2788	-2.69186	-0.198961	-1.27516	7.13166	-13.2372	7.15	-13.25	-2.73007	0	0.443256
7.07537	-13.2566	-2.67931	-0.250138	-1.24662	6.97467	-13.1643	7	-13.25	-2.72703	0	1.36757
6.92283	-13.2205	-2.68942	-0.316325	-1.24131	6.84852	-13.2404	6.85	-13.25	-2.727	0	0.304967
6.78308	-13.1728	-2.69088	-0.382813	-1.23944	6.7113	-13.2598	6.7	-13.2	-2.72742	0.909144	0.0787708
6.63505	-13.1231	-2.70247	-0.444184	-1.22981	6.55626	-13.1584	6.55	-13.15	-2.72742	0.909144	0.392587
6.49987	-13.0485	-2.7052	-0.515778	-1.23254	6.32545	-12.9303	6.4	-13.1	-2.72703	0.908994	0.445395
6.35404	-12.989	-2.72059	-0.569614	-1.21537	6.25112	-13.0473	6.25	-13.05	-2.727	0.908995	0.756545
6.23126	-12.9276	-2.70058	-0.610907	-1.18053	6.09711	-13.0021	6.1	-13	-2.73	0.910004	2.33218
6.0843	-12.8688	-2.71946	-0.650922	-1.15246	5.95513	-12.9613	5.95	-12.95	-2.72998	0.909996	1.40861
5.97639	-12.814	-2.69972	-0.68048	-1.11783	5.89343	-13.1185	5.8	-12.9	-2.99275	0.99759	2.62157
